LSOA code,LSOA name,Local authority name,Median House Price Quartile,Total Crime Quartile,Violence Against The Person Quartile,Total IMD Quartile,Transport Quartile
E01004254,Tower Hamlets 023B,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004255,Tower Hamlets 023C,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004256,Tower Hamlets 024C,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004257,Tower Hamlets 024D,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004258,Tower Hamlets 023D,Tower Hamlets,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004259,Tower Hamlets 007A,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004260,Tower Hamlets 007B,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004261,Tower Hamlets 010A,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004262,Tower Hamlets 010B,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004263,Tower Hamlets 007C,Tower Hamlets,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004264,Tower Hamlets 010C,Tower Hamlets,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004266,Tower Hamlets 007D,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004267,Tower Hamlets 012D,Tower Hamlets,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004268,Tower Hamlets 012E,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004269,Tower Hamlets 014A,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004270,Tower Hamlets 014B,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004271,Tower Hamlets 014C,Tower Hamlets,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004272,Tower Hamlets 014D,Tower Hamlets,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004273,Tower Hamlets 014E,Tower Hamlets,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004274,Tower Hamlets 031A,Tower Hamlets,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004275,Tower Hamlets 031B,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004276,Tower Hamlets 031C,Tower Hamlets,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004277,Tower Hamlets 033A,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004280,Tower Hamlets 032A,Tower Hamlets,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004281,Tower Hamlets 031D,Tower Hamlets,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004283,Tower Hamlets 016A,Tower Hamlets,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004284,Tower Hamlets 019A,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004285,Tower Hamlets 019B,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004286,Tower Hamlets 019C,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004287,Tower Hamlets 016B,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004288,Tower Hamlets 019D,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004289,Tower Hamlets 016C,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004290,Tower Hamlets 016D,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004291,Tower Hamlets 027A,Tower Hamlets,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004292,Tower Hamlets 026A,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004293,Tower Hamlets 027B,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004294,Tower Hamlets 026B,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004295,Tower Hamlets 026C,Tower Hamlets,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004296,Tower Hamlets 026D,Tower Hamlets,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004297,Tower Hamlets 027C,Tower Hamlets,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004298,Tower Hamlets 022A,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004300,Tower Hamlets 022B,Tower Hamlets,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004301,Tower Hamlets 025B,Tower Hamlets,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004302,Tower Hamlets 025C,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004303,Tower Hamlets 025D,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004304,Tower Hamlets 022C,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004305,Tower Hamlets 022D,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004306,Tower Hamlets 015A,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004307,Tower Hamlets 015B,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004308,Tower Hamlets 015C,Tower Hamlets,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004309,Tower Hamlets 015D,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004310,Tower Hamlets 015E,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004311,Tower Hamlets 006A,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004312,Tower Hamlets 009A,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004313,Tower Hamlets 009B,Tower Hamlets,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004314,Tower Hamlets 006B,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004315,Tower Hamlets 006C,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004316,Tower Hamlets 009C,Tower Hamlets,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q1 (0.00 to 24.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004317,Tower Hamlets 009D,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004318,Tower Hamlets 006D,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004319,Tower Hamlets 021A,Tower Hamlets,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004321,Tower Hamlets 021C,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004322,Tower Hamlets 017A,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004323,Tower Hamlets 017B,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004324,Tower Hamlets 017C,Tower Hamlets,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004325,Tower Hamlets 021D,Tower Hamlets,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004326,Tower Hamlets 017D,Tower Hamlets,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004327,Waltham Forest 028A,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004328,Waltham Forest 028B,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004329,Waltham Forest 028C,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004330,Waltham Forest 028D,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004331,Waltham Forest 028E,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004332,Waltham Forest 028F,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004333,Waltham Forest 024A,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004334,Waltham Forest 024B,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004335,Waltham Forest 027A,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004336,Waltham Forest 026A,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004337,Waltham Forest 027B,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004338,Waltham Forest 027C,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004339,Waltham Forest 027D,Waltham Forest,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004340,Waltham Forest 027E,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004341,Waltham Forest 027F,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004342,Waltham Forest 011A,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004343,Waltham Forest 008A,Waltham Forest,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004344,Waltham Forest 008B,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004345,Waltham Forest 010A,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004346,Waltham Forest 011B,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004347,Waltham Forest 011C,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004348,Waltham Forest 010B,Waltham Forest,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004349,Waltham Forest 001A,Waltham Forest,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004350,Waltham Forest 001B,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004351,Waltham Forest 001C,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004352,Waltham Forest 002A,Waltham Forest,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01004353,Waltham Forest 002B,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004354,Waltham Forest 002C,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004355,Waltham Forest 004A,Waltham Forest,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004356,Waltham Forest 001D,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004357,Waltham Forest 001E,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004358,Waltham Forest 002D,Waltham Forest,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004359,Waltham Forest 002E,Waltham Forest,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004360,Waltham Forest 004B,Waltham Forest,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004361,Waltham Forest 005A,Waltham Forest,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004362,Waltham Forest 021A,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004363,Waltham Forest 019A,Waltham Forest,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004364,Waltham Forest 019B,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004365,Waltham Forest 020A,Waltham Forest,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004366,Waltham Forest 019C,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004367,Waltham Forest 019D,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004368,Waltham Forest 019E,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004369,Waltham Forest 023A,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004370,Waltham Forest 023B,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004371,Waltham Forest 025A,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004372,Waltham Forest 023C,Waltham Forest,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01004373,Waltham Forest 025B,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004374,Waltham Forest 025C,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004375,Waltham Forest 025D,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004376,Waltham Forest 025E,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004377,Waltham Forest 010C,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004378,Waltham Forest 010D,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004379,Waltham Forest 007A,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01004380,Waltham Forest 007B,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004381,Waltham Forest 007C,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004382,Waltham Forest 008C,Waltham Forest,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004383,Waltham Forest 007D,Waltham Forest,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004384,Waltham Forest 003A,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004385,Waltham Forest 003B,Waltham Forest,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004386,Waltham Forest 003C,Waltham Forest,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01004387,Waltham Forest 007E,Waltham Forest,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01004388,Waltham Forest 007F,Waltham Forest,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004389,Waltham Forest 003D,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004390,Waltham Forest 003E,Waltham Forest,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004391,Waltham Forest 014A,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004392,Waltham Forest 017A,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004393,Waltham Forest 014B,Waltham Forest,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
